CO_PROVA_CN,IN_GESTANTE,NU_NOTA_LC,NU_NOTA_COMP1,TP_ESCOLA,TP_ANO_CONCLUIU,Q006,NU_IDADE,IN_SURDEZ,TP_LINGUA,NU_NOTA_COMP5,IN_CEGUEIRA,TP_ST_CONCLUSAO,CO_UF_RESIDENCIA,SG_UF_RESIDENCIA,CO_PROVA_LC,IN_SABATISTA,TP_SEXO,NU_NOTA_CN,IN_TREINEIRO,IN_DISLEXIA,IN_DISCALCULIA,NU_NOTA_COMP3,Q002,NU_NOTA_COMP4,TP_COR_RACA,TP_PRESENCA_CN,Q026,IN_BAIXA_VISAO,CO_PROVA_CH,Q025,TP_PRESENCA_CH,NU_NOTA_COMP2,TP_NACIONALIDADE,Q001,Q047,Q024,TP_STATUS_REDACAO,CO_PROVA_MT,NU_NOTA_REDACAO,NU_NOTA_CH,IN_IDOSO,TP_PRESENCA_LC,NU_NOTA_MT
b9b06ce8c319a3df2158ea3d0aef0f7d3eecaed7,0,553.4,120.0,1,0,B,17,0,1,120.0,0,3,23,CE,5aebe5cad7fabc1545ac7fba07a4e6177f98483c,0,M,477.6,1,0,0,120.0,D,120.0,3,1,A,0,909237ab0d84688e10c0470e2997348aff585273,B,1,120.0,1,D,A,A,1.0,767a32545304ed293242d528f54d4edb1369f910,600.0,489.8,0,1,380.2
c8328ebc6f3238e06076c481bc1b82b8301e7a3f,0,615.7,160.0,2,0,I,17,0,0,140.0,0,2,35,SP,01abbb7f1a90505385f44eec9905f82ca2a42cfd,0,F,490.0,0,0,0,140.0,E,160.0,1,1,B,0,f48d390ab6a2428e659c37fb8a9d00afde621889,B,1,120.0,1,F,A,B,1.0,81d0ee00ef42a7c23eb04496458c03d4c5b9c31a,720.0,611.0,0,1,531.6
b9b06ce8c319a3df2158ea3d0aef0f7d3eecaed7,0,480.5,120.0,1,8,C,25,0,0,0.0,0,1,41,PR,01abbb7f1a90505385f44eec9905f82ca2a42cfd,0,F,448.4,0,0,0,60.0,B,120.0,1,1,B,0,909237ab0d84688e10c0470e2997348aff585273,A,1,100.0,1,A,A,A,1.0,81d0ee00ef42a7c23eb04496458c03d4c5b9c31a,400.0,558.6,0,1,470.6
66b1dad288e13be0992bae01e81f71eca1c6e8a6,0,498.3,80.0,1,0,B,16,0,1,40.0,0,3,23,CE,72f80e4b3150c627c7ffc93cfe0fa13a9989b610,0,M,397.4,1,0,0,80.0,F,100.0,3,1,A,0,942ab3dc020af4cf53740b6b07e9dd7060b24164,B,1,80.0,0,E,A,B,1.0,577f8968d95046f5eb5cc158608e12fa9ba34c85,380.0,352.7,0,1,466.6
b9b06ce8c319a3df2158ea3d0aef0f7d3eecaed7,0,554.1,160.0,1,1,C,18,0,0,160.0,0,1,31,MG,01af53cd161a420fff1767129c10de560cc264dd,0,F,391.1,0,0,0,140.0,E,160.0,1,1,A,0,909237ab0d84688e10c0470e2997348aff585273,B,1,140.0,1,E,A,A,1.0,97caab1e1533dba217deb7ef41490f52e459ab01,760.0,579.1,0,1,552.5
2d22ac1d42e6187f09ee6c578df187a760123ccf,0,0.0,0.0,1,7,B,24,0,1,0.0,0,1,24,RN,2d22ac1d42e6187f09ee6c578df187a760123ccf,0,F,0.0,0,0,0,0.0,E,0.0,1,0,B,0,2d22ac1d42e6187f09ee6c578df187a760123ccf,B,0,0.0,1,E,A,B,0.0,2d22ac1d42e6187f09ee6c578df187a760123ccf,0.0,0.0,0,0,0.0
2d22ac1d42e6187f09ee6c578df187a760123ccf,0,0.0,0.0,1,0,C,17,0,1,0.0,0,3,12,AC,2d22ac1d42e6187f09ee6c578df187a760123ccf,0,M,0.0,1,0,0,0.0,E,0.0,3,0,B,0,2d22ac1d42e6187f09ee6c578df187a760123ccf,A,0,0.0,1,E,A,A,0.0,2d22ac1d42e6187f09ee6c578df187a760123ccf,0.0,0.0,0,0,0.0
2d22ac1d42e6187f09ee6c578df187a760123ccf,0,0.0,0.0,1,3,B,21,0,0,0.0,0,1,26,PE,2d22ac1d42e6187f09ee6c578df187a760123ccf,0,M,0.0,0,0,0,0.0,B,0.0,3,0,C,0,2d22ac1d42e6187f09ee6c578df187a760123ccf,A,0,0.0,1,B,A,A,0.0,2d22ac1d42e6187f09ee6c578df187a760123ccf,0.0,0.0,0,0,0.0
66b1dad288e13be0992bae01e81f71eca1c6e8a6,0,571.0,120.0,2,0,B,18,0,0,40.0,0,2,31,MG,5aebe5cad7fabc1545ac7fba07a4e6177f98483c,0,F,465.5,0,0,0,60.0,E,80.0,1,1,A,0,942ab3dc020af4cf53740b6b07e9dd7060b24164,A,1,40.0,1,C,A,A,1.0,767a32545304ed293242d528f54d4edb1369f910,340.0,577.2,0,1,449.8
c8328ebc6f3238e06076c481bc1b82b8301e7a3f,0,455.0,120.0,1,0,B,19,0,0,40.0,0,3,25,PB,01abbb7f1a90505385f44eec9905f82ca2a42cfd,0,F,492.6,0,0,0,60.0,B,80.0,1,1,A,0,f48d390ab6a2428e659c37fb8a9d00afde621889,A,1,60.0,1,H,A,B,1.0,81d0ee00ef42a7c23eb04496458c03d4c5b9c31a,360.0,448.8,0,1,418.7
b9b06ce8c319a3df2158ea3d0aef0f7d3eecaed7,0,575.7,160.0,1,1,D,18,0,0,120.0,0,1,31,MG,72f80e4b3150c627c7ffc93cfe0fa13a9989b610,0,M,584.0,0,0,0,120.0,F,160.0,3,1,A,0,909237ab0d84688e10c0470e2997348aff585273,B,1,140.0,1,H,A,B,1.0,577f8968d95046f5eb5cc158608e12fa9ba34c85,700.0,574.1,0,1,462.3
66b1dad288e13be0992bae01e81f71eca1c6e8a6,0,633.1,140.0,1,0,F,16,0,0,100.0,0,3,35,SP,72f80e4b3150c627c7ffc93cfe0fa13a9989b610,0,F,530.6,1,0,0,140.0,F,120.0,1,1,A,0,942ab3dc020af4cf53740b6b07e9dd7060b24164,B,1,120.0,1,E,E,B,1.0,577f8968d95046f5eb5cc158608e12fa9ba34c85,620.0,578.1,0,1,554.5
c8328ebc6f3238e06076c481bc1b82b8301e7a3f,0,504.5,80.0,1,1,B,18,0,1,40.0,0,1,23,CE,01abbb7f1a90505385f44eec9905f82ca2a42cfd,0,F,450.4,0,0,0,80.0,C,120.0,3,1,A,0,f48d390ab6a2428e659c37fb8a9d00afde621889,A,1,100.0,1,D,A,A,1.0,81d0ee00ef42a7c23eb04496458c03d4c5b9c31a,420.0,500.0,0,1,358.1
b9b06ce8c319a3df2158ea3d0aef0f7d3eecaed7,0,491.8,80.0,1,0,C,16,0,1,60.0,0,3,23,CE,72f80e4b3150c627c7ffc93cfe0fa13a9989b610,0,M,415.3,1,0,0,80.0,D,80.0,2,1,A,0,909237ab0d84688e10c0470e2997348aff585273,A,1,80.0,1,D,A,A,1.0,577f8968d95046f5eb5cc158608e12fa9ba34c85,380.0,483.5,0,1,456.0
b9b06ce8c319a3df2158ea3d0aef0f7d3eecaed7,0,494.2,120.0,2,0,B,17,0,1,40.0,0,2,23,CE,01abbb7f1a90505385f44eec9905f82ca2a42cfd,0,M,462.8,0,0,0,100.0,E,80.0,3,1,A,0,909237ab0d84688e10c0470e2997348aff585273,A,1,100.0,1,D,A,A,1.0,81d0ee00ef42a7c23eb04496458c03d4c5b9c31a,440.0,381.7,0,1,464.3
b9b06ce8c319a3df2158ea3d0aef0f7d3eecaed7,0,549.6,120.0,1,2,C,23,0,0,80.0,0,1,29,BA,72f80e4b3150c627c7ffc93cfe0fa13a9989b610,0,F,526.8,0,0,0,120.0,D,120.0,3,1,C,0,909237ab0d84688e10c0470e2997348aff585273,B,1,120.0,1,B,A,A,1.0,577f8968d95046f5eb5cc158608e12fa9ba34c85,560.0,569.0,0,1,526.5
66b1dad288e13be0992bae01e81f71eca1c6e8a6,0,506.6,80.0,1,0,C,20,0,1,20.0,0,3,23,CE,01af53cd161a420fff1767129c10de560cc264dd,0,F,377.8,0,0,0,80.0,C,60.0,3,1,A,0,942ab3dc020af4cf53740b6b07e9dd7060b24164,A,1,80.0,1,H,A,A,1.0,97caab1e1533dba217deb7ef41490f52e459ab01,320.0,465.1,0,1,426.8
16f84b7b3d2aeaff7d2f01297e6b3d0e25c77bb2,0,553.3,120.0,1,0,C,17,0,0,80.0,0,3,32,ES,01af53cd161a420fff1767129c10de560cc264dd,0,M,466.3,1,0,0,120.0,C,100.0,3,1,A,0,9cd70f1b922e02bd33453b3f607f5a644fb9b1b8,A,1,120.0,1,B,A,B,1.0,97caab1e1533dba217deb7ef41490f52e459ab01,540.0,532.9,0,1,442.1
2d22ac1d42e6187f09ee6c578df187a760123ccf,0,0.0,0.0,1,10,G,59,0,1,0.0,0,1,23,CE,2d22ac1d42e6187f09ee6c578df187a760123ccf,0,M,0.0,0,0,0,0.0,H,0.0,3,0,C,0,2d22ac1d42e6187f09ee6c578df187a760123ccf,A,0,0.0,1,H,A,A,0.0,2d22ac1d42e6187f09ee6c578df187a760123ccf,0.0,0.0,0,0,0.0
c8328ebc6f3238e06076c481bc1b82b8301e7a3f,0,532.6,140.0,1,6,B,23,0,0,20.0,0,1,24,RN,72f80e4b3150c627c7ffc93cfe0fa13a9989b610,0,F,426.7,0,0,0,100.0,A,140.0,3,1,B,0,f48d390ab6a2428e659c37fb8a9d00afde621889,A,1,120.0,1,A,A,B,1.0,577f8968d95046f5eb5cc158608e12fa9ba34c85,520.0,433.2,0,1,438.6
16f84b7b3d2aeaff7d2f01297e6b3d0e25c77bb2,0,551.5,140.0,1,3,D,20,0,0,120.0,0,1,35,SP,72f80e4b3150c627c7ffc93cfe0fa13a9989b610,0,F,456.4,0,0,0,100.0,B,120.0,1,1,C,0,9cd70f1b922e02bd33453b3f607f5a644fb9b1b8,A,1,100.0,1,B,A,A,1.0,577f8968d95046f5eb5cc158608e12fa9ba34c85,580.0,589.0,0,1,551.8
c8328ebc6f3238e06076c481bc1b82b8301e7a3f,0,533.9,140.0,1,1,G,18,0,1,120.0,0,1,50,MS,5aebe5cad7fabc1545ac7fba07a4e6177f98483c,0,F,473.9,0,0,0,120.0,G,120.0,3,1,A,0,f48d390ab6a2428e659c37fb8a9d00afde621889,B,1,120.0,2,D,A,B,1.0,767a32545304ed293242d528f54d4edb1369f910,620.0,548.5,0,1,387.6
c8328ebc6f3238e06076c481bc1b82b8301e7a3f,0,439.5,80.0,1,10,C,38,0,0,40.0,0,1,29,BA,72f80e4b3150c627c7ffc93cfe0fa13a9989b610,0,M,443.7,0,0,0,40.0,D,40.0,3,1,B,0,f48d390ab6a2428e659c37fb8a9d00afde621889,B,1,80.0,1,B,B,B,1.0,577f8968d95046f5eb5cc158608e12fa9ba34c85,280.0,486.2,0,1,350.1
66b1dad288e13be0992bae01e81f71eca1c6e8a6,0,510.1,120.0,1,1,C,19,0,0,100.0,0,1,35,SP,01af53cd161a420fff1767129c10de560cc264dd,0,F,458.7,0,0,0,100.0,D,120.0,2,1,B,0,942ab3dc020af4cf53740b6b07e9dd7060b24164,B,1,120.0,1,C,A,A,1.0,97caab1e1533dba217deb7ef41490f52e459ab01,560.0,525.8,0,1,427.9
1bcdece8fb1b952552b319e4e5512bbcf540e338,0,316.1,160.0,1,1,C,18,0,1,80.0,0,1,29,BA,9cbf6bf31d9d89a64ce2737ece4834fde4a95029,0,F,513.6,0,0,0,120.0,E,160.0,3,1,A,0,6c3fec2ef505409a9e7c3d2e8634fa2aced4ee93,B,1,120.0,1,E,D,B,1.0,0ec1c8ac02d2747b6e9a99933fbf96127dd6e89e,640.0,594.5,0,1,560.7
c8328ebc6f3238e06076c481bc1b82b8301e7a3f,0,460.2,60.0,1,0,B,17,0,0,40.0,0,3,23,CE,72f80e4b3150c627c7ffc93cfe0fa13a9989b610,0,M,394.7,1,0,0,80.0,D,80.0,3,1,A,0,f48d390ab6a2428e659c37fb8a9d00afde621889,B,1,80.0,1,B,A,A,1.0,577f8968d95046f5eb5cc158608e12fa9ba34c85,340.0,446.1,0,1,480.6
66b1dad288e13be0992bae01e81f71eca1c6e8a6,0,450.6,120.0,2,0,C,17,0,0,0.0,0,2,35,SP,01abbb7f1a90505385f44eec9905f82ca2a42cfd,0,M,396.0,0,0,0,80.0,D,100.0,2,1,A,0,942ab3dc020af4cf53740b6b07e9dd7060b24164,B,1,120.0,1,B,A,B,1.0,81d0ee00ef42a7c23eb04496458c03d4c5b9c31a,420.0,523.9,0,1,376.0
2d22ac1d42e6187f09ee6c578df187a760123ccf,0,0.0,0.0,1,0,F,24,0,1,0.0,0,4,41,PR,2d22ac1d42e6187f09ee6c578df187a760123ccf,0,F,0.0,0,0,0,0.0,D,0.0,1,0,C,0,2d22ac1d42e6187f09ee6c578df187a760123ccf,A,0,0.0,1,E,A,A,0.0,2d22ac1d42e6187f09ee6c578df187a760123ccf,0.0,0.0,0,0,0.0
66b1dad288e13be0992bae01e81f71eca1c6e8a6,0,386.4,80.0,1,4,E,22,0,1,40.0,0,1,35,SP,01af53cd161a420fff1767129c10de560cc264dd,0,M,478.5,0,0,0,80.0,E,80.0,1,1,B,0,942ab3dc020af4cf53740b6b07e9dd7060b24164,B,1,80.0,1,E,A,B,1.0,97caab1e1533dba217deb7ef41490f52e459ab01,360.0,495.1,0,1,520.8
66b1dad288e13be0992bae01e81f71eca1c6e8a6,0,393.0,0.0,1,2,B,37,0,1,0.0,0,1,15,PA,72f80e4b3150c627c7ffc93cfe0fa13a9989b610,0,F,395.3,0,0,0,0.0,B,0.0,3,1,C,0,942ab3dc020af4cf53740b6b07e9dd7060b24164,A,1,0.0,1,A,A,A,4.0,577f8968d95046f5eb5cc158608e12fa9ba34c85,0.0,466.4,0,1,378.0
66b1dad288e13be0992bae01e81f71eca1c6e8a6,0,497.1,120.0,2,0,B,17,0,1,100.0,0,2,26,PE,5aebe5cad7fabc1545ac7fba07a4e6177f98483c,0,F,442.4,0,0,0,100.0,A,120.0,2,1,A,0,942ab3dc020af4cf53740b6b07e9dd7060b24164,A,1,120.0,1,A,A,A,1.0,767a32545304ed293242d528f54d4edb1369f910,560.0,477.0,0,1,417.0
b9b06ce8c319a3df2158ea3d0aef0f7d3eecaed7,0,386.6,100.0,1,2,C,31,0,1,140.0,0,1,23,CE,72f80e4b3150c627c7ffc93cfe0fa13a9989b610,0,M,443.0,0,0,0,80.0,H,80.0,3,1,B,0,909237ab0d84688e10c0470e2997348aff585273,A,1,80.0,1,H,A,A,1.0,577f8968d95046f5eb5cc158608e12fa9ba34c85,480.0,512.9,0,1,441.5
c8328ebc6f3238e06076c481bc1b82b8301e7a3f,0,402.7,0.0,2,0,B,18,0,0,0.0,0,2,16,AP,72f80e4b3150c627c7ffc93cfe0fa13a9989b610,0,F,385.0,0,0,0,0.0,C,0.0,3,1,A,0,f48d390ab6a2428e659c37fb8a9d00afde621889,B,1,0.0,1,C,A,B,6.0,577f8968d95046f5eb5cc158608e12fa9ba34c85,0.0,426.8,0,1,378.1
b9b06ce8c319a3df2158ea3d0aef0f7d3eecaed7,0,381.3,120.0,1,0,B,16,0,1,60.0,0,3,23,CE,01af53cd161a420fff1767129c10de560cc264dd,0,F,405.5,1,0,0,120.0,D,120.0,3,1,A,0,909237ab0d84688e10c0470e2997348aff585273,A,1,120.0,1,B,A,A,1.0,97caab1e1533dba217deb7ef41490f52e459ab01,540.0,547.1,0,1,426.9
66b1dad288e13be0992bae01e81f71eca1c6e8a6,0,483.9,140.0,1,0,B,17,0,1,100.0,0,3,31,MG,72f80e4b3150c627c7ffc93cfe0fa13a9989b610,0,F,520.3,1,0,0,100.0,E,120.0,3,1,B,0,942ab3dc020af4cf53740b6b07e9dd7060b24164,A,1,120.0,1,C,A,B,1.0,577f8968d95046f5eb5cc158608e12fa9ba34c85,580.0,545.1,0,1,376.1
66b1dad288e13be0992bae01e81f71eca1c6e8a6,0,519.4,120.0,1,5,C,21,0,0,80.0,0,1,43,RS,01af53cd161a420fff1767129c10de560cc264dd,0,F,365.8,0,0,0,140.0,B,120.0,1,1,B,0,942ab3dc020af4cf53740b6b07e9dd7060b24164,B,1,120.0,1,C,A,B,1.0,97caab1e1533dba217deb7ef41490f52e459ab01,580.0,596.3,0,1,414.8
c8328ebc6f3238e06076c481bc1b82b8301e7a3f,0,570.0,160.0,1,0,H,18,0,1,100.0,0,3,27,AL,5aebe5cad7fabc1545ac7fba07a4e6177f98483c,0,M,494.0,0,0,0,140.0,E,140.0,3,1,A,0,f48d390ab6a2428e659c37fb8a9d00afde621889,B,1,120.0,1,E,D,B,1.0,767a32545304ed293242d528f54d4edb1369f910,660.0,565.3,0,1,482.7
2d22ac1d42e6187f09ee6c578df187a760123ccf,0,0.0,0.0,1,5,D,25,0,1,0.0,0,1,24,RN,2d22ac1d42e6187f09ee6c578df187a760123ccf,0,M,0.0,0,0,0,0.0,B,0.0,1,0,C,0,2d22ac1d42e6187f09ee6c578df187a760123ccf,A,0,0.0,1,B,A,A,0.0,2d22ac1d42e6187f09ee6c578df187a760123ccf,0.0,0.0,0,0,0.0
16f84b7b3d2aeaff7d2f01297e6b3d0e25c77bb2,0,542.1,120.0,2,0,G,18,0,0,100.0,0,2,31,MG,01abbb7f1a90505385f44eec9905f82ca2a42cfd,0,F,467.7,0,0,0,160.0,F,160.0,1,1,A,0,9cd70f1b922e02bd33453b3f607f5a644fb9b1b8,B,1,140.0,1,G,A,C,1.0,81d0ee00ef42a7c23eb04496458c03d4c5b9c31a,680.0,585.9,0,1,632.6
16f84b7b3d2aeaff7d2f01297e6b3d0e25c77bb2,0,634.9,160.0,1,2,Q,19,0,0,200.0,0,1,31,MG,5aebe5cad7fabc1545ac7fba07a4e6177f98483c,0,M,682.5,0,0,0,200.0,F,200.0,2,1,A,0,9cd70f1b922e02bd33453b3f607f5a644fb9b1b8,B,1,200.0,1,F,D,E,1.0,767a32545304ed293242d528f54d4edb1369f910,960.0,696.2,0,1,791.1
16f84b7b3d2aeaff7d2f01297e6b3d0e25c77bb2,0,537.1,100.0,1,5,C,22,0,1,60.0,0,1,21,MA,72f80e4b3150c627c7ffc93cfe0fa13a9989b610,0,M,425.5,0,0,0,120.0,C,120.0,4,1,C,0,9cd70f1b922e02bd33453b3f607f5a644fb9b1b8,A,1,120.0,1,D,A,A,1.0,577f8968d95046f5eb5cc158608e12fa9ba34c85,520.0,506.7,0,1,416.2
2d22ac1d42e6187f09ee6c578df187a760123ccf,0,0.0,0.0,1,3,C,23,0,1,0.0,0,1,15,PA,2d22ac1d42e6187f09ee6c578df187a760123ccf,0,M,0.0,0,0,0,0.0,B,0.0,0,0,B,0,2d22ac1d42e6187f09ee6c578df187a760123ccf,A,0,0.0,2,B,A,A,0.0,2d22ac1d42e6187f09ee6c578df187a760123ccf,0.0,0.0,0,0,0.0
2d22ac1d42e6187f09ee6c578df187a760123ccf,0,0.0,0.0,2,0,B,18,0,1,0.0,0,2,23,CE,2d22ac1d42e6187f09ee6c578df187a760123ccf,0,F,0.0,0,0,0,0.0,A,0.0,3,0,A,0,2d22ac1d42e6187f09ee6c578df187a760123ccf,B,0,0.0,1,B,A,B,0.0,2d22ac1d42e6187f09ee6c578df187a760123ccf,0.0,0.0,0,0,0.0
b9b06ce8c319a3df2158ea3d0aef0f7d3eecaed7,0,416.6,140.0,1,0,B,17,0,0,80.0,0,3,25,PB,01af53cd161a420fff1767129c10de560cc264dd,0,F,392.7,1,0,0,120.0,B,120.0,3,1,A,0,909237ab0d84688e10c0470e2997348aff585273,B,1,120.0,1,B,A,B,1.0,97caab1e1533dba217deb7ef41490f52e459ab01,580.0,461.5,0,1,501.6
2d22ac1d42e6187f09ee6c578df187a760123ccf,0,0.0,0.0,1,0,C,17,0,0,0.0,0,3,51,MT,2d22ac1d42e6187f09ee6c578df187a760123ccf,0,F,0.0,1,0,0,0.0,E,0.0,3,0,A,0,2d22ac1d42e6187f09ee6c578df187a760123ccf,A,0,0.0,2,C,A,B,0.0,2d22ac1d42e6187f09ee6c578df187a760123ccf,0.0,0.0,0,0,0.0
c8328ebc6f3238e06076c481bc1b82b8301e7a3f,0,601.2,140.0,1,1,J,18,0,1,120.0,0,1,53,DF,01abbb7f1a90505385f44eec9905f82ca2a42cfd,0,M,594.9,0,0,0,160.0,F,120.0,1,1,A,0,f48d390ab6a2428e659c37fb8a9d00afde621889,B,1,140.0,1,H,A,B,1.0,81d0ee00ef42a7c23eb04496458c03d4c5b9c31a,680.0,626.8,0,1,651.1
16f84b7b3d2aeaff7d2f01297e6b3d0e25c77bb2,0,478.1,120.0,2,0,C,20,0,1,20.0,0,2,35,SP,72f80e4b3150c627c7ffc93cfe0fa13a9989b610,0,F,432.1,0,0,0,120.0,D,120.0,3,1,B,0,9cd70f1b922e02bd33453b3f607f5a644fb9b1b8,A,1,120.0,1,H,A,A,1.0,577f8968d95046f5eb5cc158608e12fa9ba34c85,500.0,506.4,0,1,380.6
b9b06ce8c319a3df2158ea3d0aef0f7d3eecaed7,0,430.0,80.0,1,7,C,32,0,1,100.0,0,1,25,PB,72f80e4b3150c627c7ffc93cfe0fa13a9989b610,0,F,447.2,0,0,0,100.0,C,100.0,1,1,B,0,909237ab0d84688e10c0470e2997348aff585273,B,1,120.0,1,B,A,A,1.0,577f8968d95046f5eb5cc158608e12fa9ba34c85,500.0,518.9,0,1,548.3
2d22ac1d42e6187f09ee6c578df187a760123ccf,0,0.0,0.0,1,2,C,19,0,1,0.0,0,1,43,RS,2d22ac1d42e6187f09ee6c578df187a760123ccf,0,M,0.0,0,0,0,0.0,C,0.0,1,0,C,0,2d22ac1d42e6187f09ee6c578df187a760123ccf,A,0,0.0,1,B,A,A,0.0,2d22ac1d42e6187f09ee6c578df187a760123ccf,0.0,0.0,0,0,0.0
66b1dad288e13be0992bae01e81f71eca1c6e8a6,0,422.8,120.0,1,2,B,21,0,1,60.0,0,1,21,MA,5aebe5cad7fabc1545ac7fba07a4e6177f98483c,0,F,438.7,0,0,0,100.0,B,80.0,3,1,B,0,942ab3dc020af4cf53740b6b07e9dd7060b24164,A,1,100.0,1,B,A,A,1.0,767a32545304ed293242d528f54d4edb1369f910,460.0,493.3,0,1,427.0
2d22ac1d42e6187f09ee6c578df187a760123ccf,0,0.0,0.0,1,10,D,30,0,1,0.0,0,1,52,GO,2d22ac1d42e6187f09ee6c578df187a760123ccf,1,F,0.0,0,0,0,0.0,B,0.0,2,0,B,0,2d22ac1d42e6187f09ee6c578df187a760123ccf,B,0,0.0,1,B,A,B,0.0,2d22ac1d42e6187f09ee6c578df187a760123ccf,0.0,0.0,0,0,0.0
2d22ac1d42e6187f09ee6c578df187a760123ccf,0,0.0,0.0,1,2,B,27,0,1,0.0,0,1,22,PI,2d22ac1d42e6187f09ee6c578df187a760123ccf,0,F,0.0,0,0,0,0.0,D,0.0,1,0,C,0,2d22ac1d42e6187f09ee6c578df187a760123ccf,A,0,0.0,1,A,A,A,0.0,2d22ac1d42e6187f09ee6c578df187a760123ccf,0.0,0.0,0,0,0.0
b9b06ce8c319a3df2158ea3d0aef0f7d3eecaed7,0,407.8,120.0,2,0,H,18,0,0,40.0,0,2,35,SP,5aebe5cad7fabc1545ac7fba07a4e6177f98483c,0,M,439.9,0,0,0,60.0,E,80.0,1,1,A,0,909237ab0d84688e10c0470e2997348aff585273,B,1,80.0,1,E,A,D,1.0,767a32545304ed293242d528f54d4edb1369f910,380.0,505.6,0,1,466.1
b9b06ce8c319a3df2158ea3d0aef0f7d3eecaed7,0,424.1,120.0,2,0,B,17,0,1,60.0,0,2,43,RS,72f80e4b3150c627c7ffc93cfe0fa13a9989b610,0,F,478.2,0,0,0,80.0,C,120.0,1,1,A,0,909237ab0d84688e10c0470e2997348aff585273,B,1,120.0,2,C,A,B,1.0,577f8968d95046f5eb5cc158608e12fa9ba34c85,500.0,455.0,0,1,380.7
c8328ebc6f3238e06076c481bc1b82b8301e7a3f,0,637.2,140.0,1,0,N,16,0,0,60.0,0,3,35,SP,01abbb7f1a90505385f44eec9905f82ca2a42cfd,0,F,594.2,1,0,0,120.0,F,120.0,3,1,B,0,f48d390ab6a2428e659c37fb8a9d00afde621889,B,1,100.0,1,E,D,C,1.0,81d0ee00ef42a7c23eb04496458c03d4c5b9c31a,540.0,627.9,0,1,527.2
c8328ebc6f3238e06076c481bc1b82b8301e7a3f,0,462.4,120.0,1,10,E,28,0,1,60.0,0,1,41,PR,5aebe5cad7fabc1545ac7fba07a4e6177f98483c,0,F,492.9,0,0,0,100.0,B,120.0,1,1,C,0,f48d390ab6a2428e659c37fb8a9d00afde621889,A,1,120.0,1,B,A,B,1.0,767a32545304ed293242d528f54d4edb1369f910,520.0,489.2,0,1,398.5
66b1dad288e13be0992bae01e81f71eca1c6e8a6,0,447.4,120.0,1,2,C,19,0,1,60.0,0,1,29,BA,72f80e4b3150c627c7ffc93cfe0fa13a9989b610,0,F,463.0,0,0,0,80.0,E,100.0,3,1,C,0,942ab3dc020af4cf53740b6b07e9dd7060b24164,B,1,100.0,1,E,A,A,1.0,577f8968d95046f5eb5cc158608e12fa9ba34c85,460.0,399.1,0,1,381.9
b9b06ce8c319a3df2158ea3d0aef0f7d3eecaed7,0,0.0,0.0,1,5,D,22,0,0,0.0,0,1,35,SP,2d22ac1d42e6187f09ee6c578df187a760123ccf,0,M,506.7,0,0,0,0.0,D,0.0,1,1,C,0,909237ab0d84688e10c0470e2997348aff585273,B,1,0.0,1,D,A,B,0.0,2d22ac1d42e6187f09ee6c578df187a760123ccf,0.0,534.7,0,0,0.0
16f84b7b3d2aeaff7d2f01297e6b3d0e25c77bb2,0,479.3,100.0,2,0,B,18,0,0,80.0,0,2,22,PI,01af53cd161a420fff1767129c10de560cc264dd,0,F,426.0,0,0,0,120.0,B,100.0,2,1,A,0,9cd70f1b922e02bd33453b3f607f5a644fb9b1b8,A,1,120.0,1,H,A,A,1.0,97caab1e1533dba217deb7ef41490f52e459ab01,520.0,525.0,0,1,405.0
66b1dad288e13be0992bae01e81f71eca1c6e8a6,0,497.7,80.0,1,1,D,18,0,1,80.0,0,1,21,MA,72f80e4b3150c627c7ffc93cfe0fa13a9989b610,0,F,404.8,0,0,0,80.0,C,100.0,3,1,A,0,942ab3dc020af4cf53740b6b07e9dd7060b24164,A,1,100.0,1,E,A,A,1.0,577f8968d95046f5eb5cc158608e12fa9ba34c85,440.0,516.2,0,1,403.8
66b1dad288e13be0992bae01e81f71eca1c6e8a6,0,569.6,160.0,1,2,F,19,0,1,100.0,0,1,32,ES,01af53cd161a420fff1767129c10de560cc264dd,0,M,524.8,0,0,0,140.0,G,160.0,3,1,A,0,942ab3dc020af4cf53740b6b07e9dd7060b24164,B,1,160.0,2,C,A,B,1.0,97caab1e1533dba217deb7ef41490f52e459ab01,720.0,576.5,0,1,450.9
c8328ebc6f3238e06076c481bc1b82b8301e7a3f,0,0.0,0.0,1,4,D,23,0,1,0.0,0,1,24,RN,2d22ac1d42e6187f09ee6c578df187a760123ccf,0,F,386.7,0,0,0,0.0,E,0.0,1,1,B,0,f48d390ab6a2428e659c37fb8a9d00afde621889,A,1,0.0,1,D,A,A,0.0,2d22ac1d42e6187f09ee6c578df187a760123ccf,0.0,528.6,0,0,0.0
2d22ac1d42e6187f09ee6c578df187a760123ccf,0,0.0,0.0,1,5,C,56,0,0,0.0,0,1,35,SP,2d22ac1d42e6187f09ee6c578df187a760123ccf,0,M,0.0,0,0,0,0.0,A,0.0,2,0,B,0,2d22ac1d42e6187f09ee6c578df187a760123ccf,B,0,0.0,1,A,A,A,0.0,2d22ac1d42e6187f09ee6c578df187a760123ccf,0.0,0.0,0,0,0.0
