IN_SABATISTA,NU_NOTA_COMP3,Q002,TP_STATUS_REDACAO,NU_IDADE,TP_NACIONALIDADE,NU_NOTA_LC,Q006,Q024,NU_NOTA_COMP2,Q001,TP_SEXO,TP_LINGUA,TP_ESCOLA,Q047,IN_CEGUEIRA,NU_NOTA_CN,TP_COR_RACA,Q025,NU_NOTA_COMP4,IN_IDOSO,TP_PRESENCA_LC,TP_ST_CONCLUSAO,NU_NOTA_REDACAO,TP_PRESENCA_MT,NU_NOTA_CH,IN_BAIXA_VISAO,IN_DISCALCULIA,NU_NOTA_COMP1,IN_SURDEZ,SG_UF_RESIDENCIA,IN_DISLEXIA,TP_PRESENCA_CN,TP_PRESENCA_CH,NU_NOTA_COMP5,Q026,TP_ANO_CONCLUIU,IN_GESTANTE,IN_TREINEIRO
0,80.0,B,1.0,32,1,496.8,C,B,80.0,B,F,1,1,A,0,512.9,3,B,120.0,0,1,1,440.0,1,463.9,0,0,120.0,0,BA,0,1,1,40.0,C,10,0,0
0,120.0,G,1.0,20,1,582.3,D,D,120.0,C,F,0,1,A,0,559.7,3,B,100.0,0,1,1,660.0,1,627.7,0,0,160.0,0,MG,0,1,1,160.0,A,2,0,0
0,120.0,A,1.0,40,1,416.5,B,A,120.0,B,F,1,1,A,0,426.2,0,A,120.0,0,1,3,540.0,1,527.1,0,0,120.0,0,RS,0,1,1,60.0,B,0,0,0
0,80.0,H,1.0,17,1,500.8,B,A,80.0,H,F,1,1,A,0,421.9,1,A,60.0,0,1,3,380.0,1,447.7,0,0,100.0,0,CE,0,1,1,60.0,A,0,0,1
0,80.0,D,1.0,16,1,543.4,B,B,120.0,G,M,1,2,A,0,405.5,1,B,60.0,0,1,2,420.0,1,429.7,0,0,100.0,0,CE,0,1,1,60.0,A,0,0,0
0,0.0,A,0.0,36,0,0.0,C,A,0.0,A,M,1,1,A,0,395.9,3,A,0.0,0,0,4,0.0,0,455.2,0,0,0.0,0,SP,0,1,1,0.0,B,0,0,0
0,80.0,D,1.0,63,1,450.6,F,A,120.0,D,M,1,1,A,0,450.9,3,A,120.0,1,1,1,480.0,1,466.8,0,0,80.0,0,PA,0,1,1,80.0,B,7,0,0
0,0.0,D,0.0,25,1,0.0,B,A,0.0,B,F,1,1,A,0,0.0,1,B,0.0,0,0,1,0.0,0,0.0,0,0,0.0,0,RJ,0,0,0,0.0,B,6,0,0
0,0.0,C,0.0,22,1,0.0,C,A,0.0,C,M,0,1,A,0,0.0,3,B,0.0,0,0,1,0.0,0,0.0,0,0,0.0,0,CE,0,0,0,0.0,C,6,0,0
0,0.0,C,0.0,37,1,0.0,F,B,0.0,E,F,1,1,A,0,0.0,2,B,0.0,0,0,1,0.0,0,0.0,0,0,0.0,0,SP,0,0,0,0.0,C,10,0,0
0,0.0,B,0.0,24,1,0.0,B,A,0.0,B,F,1,1,A,0,0.0,3,B,0.0,0,0,1,0.0,0,0.0,0,0,0.0,0,RN,0,0,0,0.0,A,6,0,0
0,0.0,E,0.0,18,1,0.0,B,B,0.0,G,F,1,1,A,0,0.0,3,B,0.0,0,0,3,0.0,0,0.0,0,0,0.0,0,CE,0,0,0,0.0,A,0,0,0
0,0.0,C,0.0,19,1,0.0,D,B,0.0,A,M,1,2,A,0,0.0,3,B,0.0,0,0,2,0.0,0,0.0,0,0,0.0,0,SP,0,0,0,0.0,B,0,0,0
0,100.0,C,1.0,27,1,542.9,F,B,140.0,C,F,1,1,A,0,492.4,3,B,120.0,0,1,1,600.0,1,586.6,0,0,120.0,0,MS,0,1,1,120.0,B,9,0,0
0,80.0,H,1.0,18,1,481.6,B,A,80.0,H,F,1,2,A,0,441.0,2,A,100.0,0,1,2,380.0,1,450.7,0,0,120.0,0,CE,0,1,1,0.0,A,0,0,0
0,0.0,C,0.0,22,1,0.0,C,A,0.0,B,F,1,1,A,0,0.0,3,B,0.0,0,0,1,0.0,0,0.0,0,0,0.0,0,RJ,0,0,0,0.0,B,4,0,0
0,0.0,F,0.0,22,1,0.0,B,B,0.0,H,M,0,1,A,0,0.0,1,B,0.0,0,0,1,0.0,0,0.0,0,0,0.0,0,MG,0,0,0,0.0,B,5,0,0
0,0.0,H,3.0,15,1,431.0,B,A,0.0,H,F,1,1,A,0,435.9,3,A,0.0,0,1,3,0.0,1,481.6,0,0,0.0,0,CE,0,1,1,0.0,A,0,0,1
0,0.0,E,0.0,21,1,0.0,C,A,0.0,H,F,1,1,A,0,0.0,3,B,0.0,0,0,1,0.0,0,0.0,0,0,0.0,0,CE,0,0,0,0.0,B,3,0,0
0,80.0,B,1.0,34,1,462.9,C,A,40.0,B,F,1,1,A,0,424.6,3,A,100.0,0,1,1,400.0,1,467.5,0,0,120.0,0,PA,0,1,1,60.0,C,10,0,0
0,100.0,H,1.0,17,1,586.2,C,D,120.0,H,M,0,2,A,0,609.4,3,B,120.0,0,1,2,560.0,1,586.4,0,0,120.0,0,MS,0,1,1,100.0,C,0,0,0
0,0.0,D,0.0,30,1,0.0,D,B,0.0,B,F,1,1,A,0,0.0,1,B,0.0,0,0,4,0.0,0,0.0,0,0,0.0,0,SP,0,0,0,0.0,B,0,0,0
0,120.0,C,1.0,18,1,544.8,F,A,120.0,D,F,0,1,A,0,453.8,1,A,120.0,0,1,1,580.0,1,530.0,0,0,140.0,0,MG,0,1,1,80.0,A,1,0,0
0,80.0,C,1.0,17,4,614.8,J,B,100.0,E,M,0,2,A,0,475.9,1,A,120.0,0,1,2,480.0,1,574.8,0,0,120.0,0,TO,0,1,1,60.0,A,0,0,0
0,160.0,G,1.0,24,1,591.1,C,B,140.0,E,F,1,1,E,0,589.0,2,B,160.0,0,1,1,740.0,1,644.7,0,0,160.0,0,PI,0,1,1,120.0,A,7,0,0
0,0.0,E,0.0,18,1,0.0,C,B,0.0,D,M,0,1,A,0,0.0,3,B,0.0,0,0,3,0.0,0,0.0,0,0,0.0,0,SP,0,0,0,0.0,A,0,0,0
0,120.0,E,1.0,19,1,650.0,C,A,100.0,C,F,1,1,A,0,547.7,3,A,120.0,0,1,1,520.0,1,621.6,0,0,120.0,0,MG,0,1,1,60.0,A,2,0,0
0,100.0,E,1.0,32,1,543.2,E,A,100.0,F,F,0,1,A,0,394.2,0,A,120.0,0,1,1,560.0,1,575.2,0,0,120.0,0,RJ,0,1,1,120.0,B,10,0,0
0,80.0,H,1.0,18,1,482.8,B,A,100.0,H,F,1,2,A,0,500.0,3,A,80.0,0,1,2,400.0,1,495.3,0,0,100.0,0,GO,0,1,1,40.0,B,0,0,0
0,80.0,B,1.0,19,1,555.2,D,B,80.0,B,F,0,1,A,0,571.8,1,B,100.0,0,1,1,460.0,1,546.4,0,0,120.0,0,MG,0,1,1,80.0,A,1,0,0
0,120.0,C,1.0,17,1,442.2,B,A,80.0,B,M,1,1,A,0,468.0,3,B,80.0,0,1,3,440.0,1,482.2,0,0,120.0,0,PE,0,1,1,40.0,B,0,0,1
0,0.0,D,4.0,19,1,480.2,E,A,0.0,D,M,1,1,A,0,466.9,0,A,0.0,0,1,4,0.0,1,484.6,0,0,0.0,0,PR,0,1,1,0.0,A,0,0,0
0,0.0,B,0.0,25,1,0.0,A,A,0.0,B,M,0,1,A,0,0.0,3,B,0.0,0,0,1,0.0,0,0.0,0,0,0.0,0,GO,0,0,0,0.0,B,8,0,0
0,120.0,E,1.0,18,1,585.3,B,A,140.0,D,M,0,1,A,0,511.2,1,B,120.0,0,1,1,620.0,1,550.0,0,0,120.0,0,SP,0,1,1,120.0,A,1,0,0
0,0.0,B,0.0,17,1,0.0,B,B,0.0,B,F,0,1,A,0,0.0,3,A,0.0,0,0,3,0.0,0,0.0,0,0,0.0,0,CE,0,0,0,0.0,A,0,0,1
0,0.0,B,7.0,27,1,480.1,B,A,0.0,B,M,1,1,A,0,388.3,1,A,0.0,0,1,1,0.0,1,515.5,0,0,0.0,0,MA,0,1,1,0.0,C,8,0,0
0,0.0,E,0.0,16,1,0.0,E,B,0.0,E,F,0,1,A,0,416.8,1,B,0.0,0,0,3,0.0,0,440.8,0,0,0.0,0,RJ,0,1,1,0.0,A,0,0,1
0,120.0,C,1.0,19,1,526.5,E,A,140.0,D,F,1,1,A,0,449.7,3,B,120.0,0,1,1,540.0,1,430.6,0,0,120.0,0,SE,0,1,1,40.0,A,2,0,0
0,120.0,E,1.0,17,1,608.0,B,B,120.0,E,F,1,1,B,0,555.5,3,B,120.0,0,1,1,600.0,1,546.3,0,0,120.0,0,RR,0,1,1,120.0,A,1,0,0
0,120.0,E,1.0,19,1,603.0,C,B,120.0,B,F,1,1,B,0,498.6,3,B,120.0,0,1,1,620.0,1,612.9,0,0,120.0,0,CE,0,1,1,140.0,A,1,0,0
0,80.0,C,1.0,17,1,593.9,I,B,120.0,D,F,0,2,A,0,479.4,1,B,120.0,0,1,2,520.0,1,620.7,0,0,120.0,0,SP,0,1,1,80.0,C,0,0,0
0,0.0,F,9.0,16,1,582.0,Q,D,0.0,F,F,0,1,D,0,544.2,1,B,0.0,0,1,3,0.0,1,656.2,0,0,0.0,0,GO,0,1,1,0.0,B,0,0,1
0,0.0,B,0.0,28,1,0.0,B,B,0.0,E,F,1,1,A,0,0.0,2,B,0.0,0,0,4,0.0,0,0.0,0,0,0.0,0,BA,0,0,0,0.0,B,0,0,0
0,140.0,E,1.0,29,1,628.8,A,A,140.0,D,M,1,1,A,0,631.9,3,A,120.0,0,1,1,660.0,1,681.6,0,0,140.0,0,SP,0,1,1,120.0,B,10,0,0
0,120.0,E,1.0,18,1,533.1,D,B,120.0,E,M,1,2,A,0,451.9,3,B,120.0,0,1,2,560.0,1,561.9,0,0,120.0,0,GO,0,1,1,80.0,A,0,0,0
0,80.0,E,1.0,15,1,454.0,D,B,80.0,E,M,1,1,A,0,444.3,3,B,100.0,0,1,3,420.0,1,474.4,0,0,120.0,0,PR,0,1,1,40.0,A,0,0,1
0,60.0,D,1.0,35,1,552.2,B,A,60.0,A,M,1,1,A,0,406.0,4,A,60.0,0,1,1,320.0,1,598.1,0,0,80.0,0,CE,0,1,1,60.0,C,10,0,0
0,140.0,E,1.0,18,1,564.3,B,B,140.0,C,F,1,1,A,0,475.7,3,A,140.0,0,1,3,640.0,1,580.0,0,0,120.0,0,RS,0,1,1,100.0,B,0,0,0
0,80.0,F,1.0,17,1,468.8,E,A,80.0,E,M,0,2,A,0,422.4,1,B,120.0,0,1,2,440.0,1,524.9,0,0,80.0,0,PE,0,1,1,80.0,A,0,0,0
0,100.0,E,1.0,25,1,637.9,F,C,100.0,H,M,0,1,B,0,592.3,1,B,120.0,0,1,1,520.0,1,636.2,0,0,120.0,0,RS,0,1,1,80.0,C,6,0,0
0,80.0,E,1.0,19,1,520.5,C,B,40.0,D,M,0,1,B,0,566.3,2,B,100.0,0,1,1,400.0,1,520.6,0,0,120.0,0,RO,0,1,1,60.0,B,1,0,0
0,140.0,H,1.0,29,1,535.8,B,B,100.0,H,F,1,1,A,0,420.4,3,B,140.0,0,1,1,540.0,1,523.9,0,0,120.0,0,CE,0,1,1,40.0,A,2,0,0
0,80.0,C,1.0,20,1,518.4,C,B,100.0,B,F,0,1,A,0,424.1,3,A,100.0,0,1,1,400.0,1,554.4,0,0,100.0,0,MG,0,1,1,20.0,B,1,0,0
0,0.0,B,0.0,19,1,0.0,B,A,0.0,B,M,1,2,A,0,0.0,3,A,0.0,0,0,2,0.0,0,0.0,0,0,0.0,0,CE,0,0,0,0.0,A,0,0,0
0,80.0,D,1.0,19,1,476.3,B,A,80.0,E,M,0,2,A,0,499.7,3,B,100.0,0,1,2,400.0,1,540.2,0,0,80.0,0,SP,0,1,1,60.0,A,0,0,0
0,100.0,C,1.0,16,1,424.4,B,A,100.0,D,M,0,2,A,0,400.9,2,A,80.0,0,1,2,420.0,1,481.6,0,0,100.0,0,RJ,0,1,1,40.0,A,0,0,0
0,0.0,E,0.0,21,1,0.0,H,B,0.0,F,F,0,1,C,0,0.0,1,B,0.0,0,0,1,0.0,0,0.0,0,0,0.0,0,CE,0,0,0,0.0,A,4,0,0
0,80.0,D,1.0,20,1,511.1,D,A,100.0,B,F,1,1,A,0,445.9,3,A,60.0,0,1,1,400.0,1,497.6,0,0,120.0,0,ES,0,1,1,40.0,A,1,0,0
0,120.0,E,1.0,17,1,486.0,D,B,120.0,C,F,0,2,B,0,438.5,1,B,120.0,0,1,2,640.0,1,491.9,0,0,120.0,0,RJ,0,1,1,160.0,A,0,0,0
0,80.0,D,1.0,18,1,527.6,B,B,80.0,E,M,0,2,A,0,432.3,3,A,100.0,0,1,2,400.0,1,448.0,0,0,120.0,0,SP,0,1,1,20.0,B,0,0,0
0,120.0,B,1.0,20,1,524.2,B,A,100.0,B,F,1,1,A,0,517.0,3,A,120.0,0,1,1,580.0,1,491.5,0,0,140.0,0,PI,0,1,1,100.0,A,1,0,0
0,120.0,B,1.0,18,1,545.2,B,B,120.0,A,F,0,3,D,0,501.6,3,A,80.0,0,1,2,480.0,1,563.0,0,0,120.0,0,PE,0,1,1,40.0,A,0,0,0
0,120.0,B,1.0,20,1,510.8,A,A,140.0,A,M,1,1,A,0,459.3,1,A,140.0,0,1,1,640.0,1,618.0,0,0,160.0,0,PE,0,1,1,80.0,A,3,0,0
0,80.0,B,1.0,19,2,471.3,C,B,80.0,B,M,1,1,A,0,475.3,1,B,80.0,0,1,1,380.0,1,417.2,0,0,100.0,0,SC,0,1,1,40.0,B,2,0,0
0,0.0,C,0.0,26,1,0.0,B,A,0.0,B,F,1,1,A,0,0.0,3,A,0.0,0,0,1,0.0,0,0.0,0,0,0.0,0,SE,0,0,0,0.0,A,7,0,0
0,120.0,E,1.0,17,1,565.7,B,A,100.0,B,M,0,2,A,0,419.4,3,B,120.0,0,1,2,540.0,1,641.3,0,0,100.0,0,PE,0,1,1,100.0,A,0,0,0
0,100.0,B,1.0,19,1,527.2,G,C,120.0,A,F,1,1,A,0,477.7,1,B,120.0,0,1,1,600.0,1,596.2,0,0,140.0,0,SP,0,1,1,120.0,C,2,0,0
0,120.0,F,1.0,18,1,553.3,M,B,160.0,E,F,0,1,D,0,668.3,1,B,160.0,0,1,1,720.0,1,673.9,0,0,160.0,0,MG,0,1,1,120.0,A,1,0,0
0,0.0,E,0.0,20,1,0.0,B,B,0.0,B,M,1,2,A,0,0.0,3,B,0.0,0,0,2,0.0,0,0.0,0,0,0.0,0,RJ,0,0,0,0.0,A,0,0,0
0,160.0,E,1.0,25,1,622.1,C,B,160.0,E,F,1,1,A,0,407.4,2,B,160.0,0,1,1,760.0,1,551.5,0,0,160.0,0,PE,0,1,1,120.0,C,8,0,0
0,120.0,E,1.0,17,1,428.6,B,A,120.0,H,F,1,2,A,0,521.2,3,A,100.0,0,1,2,520.0,1,568.0,0,0,140.0,0,BA,0,1,1,40.0,C,0,0,0
0,100.0,E,1.0,17,1,459.0,C,A,120.0,E,F,1,2,A,0,415.8,1,B,100.0,0,1,2,480.0,1,483.1,0,0,120.0,0,PE,0,1,1,40.0,A,0,0,0
0,160.0,E,1.0,21,1,561.8,B,B,160.0,B,F,1,1,A,0,482.3,1,B,160.0,0,1,1,760.0,1,569.2,0,0,160.0,0,PE,0,1,1,120.0,A,5,0,0
0,0.0,A,0.0,39,1,0.0,A,B,0.0,A,F,0,1,A,0,0.0,3,A,0.0,0,0,1,0.0,0,0.0,0,0,0.0,0,AM,0,0,0,0.0,B,10,0,0
0,80.0,E,1.0,34,1,527.4,D,B,120.0,E,F,0,1,A,0,369.6,3,B,100.0,0,1,1,500.0,1,498.5,0,0,120.0,0,MS,0,1,1,80.0,B,10,0,0
0,160.0,E,1.0,16,1,586.8,C,A,120.0,C,F,1,1,A,0,522.9,1,A,160.0,0,1,3,720.0,1,592.4,0,0,160.0,0,SC,0,1,1,120.0,A,0,0,1
0,40.0,H,1.0,19,1,441.8,B,B,80.0,C,F,0,2,A,0,396.4,3,B,120.0,0,1,2,360.0,1,437.5,0,0,120.0,0,CE,0,1,1,0.0,A,0,0,0
0,0.0,B,0.0,47,1,0.0,C,B,0.0,B,F,1,1,A,0,0.0,3,B,0.0,0,0,1,0.0,0,0.0,0,0,0.0,0,AL,0,0,0,0.0,C,10,0,0
0,120.0,C,1.0,20,1,534.1,B,A,120.0,C,F,1,1,A,0,392.5,1,A,120.0,0,1,1,520.0,1,555.6,0,0,120.0,0,SP,0,1,1,40.0,A,3,0,0
0,120.0,D,1.0,17,1,459.2,C,B,140.0,B,F,1,2,A,0,371.6,3,A,120.0,0,1,2,580.0,1,454.1,0,0,120.0,0,MA,0,1,1,80.0,A,0,0,0
0,140.0,B,1.0,17,1,562.5,B,A,120.0,B,M,1,2,A,0,523.4,1,A,120.0,0,1,2,600.0,1,601.7,0,0,120.0,0,CE,0,1,1,100.0,A,0,0,0
0,120.0,C,1.0,22,1,539.0,B,A,120.0,H,M,1,1,A,0,477.9,3,A,120.0,0,1,4,580.0,1,591.2,0,0,120.0,0,BA,0,1,1,100.0,A,0,0,0
0,0.0,H,0.0,23,1,0.0,C,C,0.0,B,M,1,1,A,0,0.0,2,B,0.0,0,0,1,0.0,0,0.0,0,0,0.0,0,MG,0,0,0,0.0,C,5,0,0
0,120.0,F,1.0,19,1,610.2,K,A,120.0,E,M,1,1,D,0,458.5,3,B,120.0,0,1,1,560.0,1,595.0,0,0,120.0,0,AL,0,1,1,80.0,C,1,0,0
0,120.0,A,1.0,24,1,628.7,A,B,140.0,H,M,1,1,A,0,451.3,3,A,140.0,0,1,1,620.0,1,596.1,0,0,120.0,0,ES,0,1,1,100.0,B,7,0,0
0,120.0,E,1.0,17,1,604.8,C,B,120.0,D,M,1,2,A,0,579.6,1,B,140.0,0,1,2,600.0,1,622.3,0,0,140.0,0,RJ,0,1,1,80.0,A,0,0,0
0,120.0,D,1.0,17,1,561.8,C,B,120.0,F,F,0,3,D,0,597.5,1,B,140.0,0,1,2,620.0,1,603.0,0,0,120.0,0,PR,0,1,1,120.0,A,0,0,0
0,0.0,B,0.0,17,1,0.0,A,A,0.0,B,M,0,2,A,0,0.0,3,B,0.0,0,0,2,0.0,0,0.0,0,0,0.0,0,MA,0,0,0,0.0,A,0,0,0
0,0.0,E,0.0,17,1,0.0,D,A,0.0,E,M,1,1,A,0,0.0,2,B,0.0,0,0,1,0.0,0,0.0,0,0,0.0,0,PA,0,0,0,0.0,A,1,0,0
0,160.0,C,1.0,18,1,574.1,D,B,160.0,D,F,0,1,A,0,512.8,3,B,140.0,0,1,1,740.0,1,654.4,0,0,140.0,0,MG,0,1,1,140.0,A,1,0,0
0,0.0,C,0.0,20,1,0.0,C,A,0.0,B,F,0,1,A,0,0.0,1,B,0.0,0,0,1,0.0,0,0.0,0,0,0.0,0,SP,0,0,0,0.0,A,3,0,0
0,0.0,C,0.0,32,1,0.0,F,B,0.0,B,M,1,1,C,0,0.0,1,B,0.0,0,0,1,0.0,0,0.0,0,0,0.0,0,MG,0,0,0,0.0,C,5,0,0
0,100.0,B,1.0,18,1,516.3,C,A,120.0,B,F,0,1,A,0,391.1,1,A,100.0,0,1,1,480.0,1,462.2,0,0,120.0,0,PE,0,1,1,40.0,A,1,0,0
0,160.0,F,1.0,14,1,588.5,H,B,160.0,F,F,0,1,D,0,511.2,3,B,160.0,0,1,4,760.0,1,588.1,0,0,160.0,0,PE,0,1,1,120.0,A,0,0,0
0,120.0,D,1.0,17,1,563.0,C,B,100.0,D,M,0,1,A,0,391.2,1,B,120.0,0,1,3,540.0,1,510.4,0,0,120.0,0,SP,0,1,1,80.0,A,0,0,1
0,60.0,B,1.0,17,1,528.5,B,A,80.0,B,F,1,2,A,0,466.1,3,A,100.0,0,1,2,360.0,1,458.5,0,0,120.0,0,CE,0,1,1,0.0,A,0,0,0
1,0.0,C,0.0,35,1,0.0,B,A,0.0,H,M,0,1,A,0,0.0,3,A,0.0,0,0,4,0.0,0,0.0,0,0,0.0,0,AL,0,0,0,0.0,B,0,0,0
0,120.0,B,1.0,22,1,510.0,C,B,120.0,B,F,1,1,A,0,508.2,3,A,160.0,0,1,1,620.0,1,444.6,0,0,160.0,0,SP,0,1,1,60.0,B,2,0,0
0,120.0,F,1.0,18,1,596.5,H,C,120.0,B,F,0,1,A,0,495.8,1,B,160.0,0,1,1,700.0,1,573.1,0,0,160.0,0,MG,0,1,1,140.0,B,1,0,0
0,120.0,H,1.0,19,1,558.4,A,A,120.0,A,F,1,1,A,0,432.9,3,A,120.0,0,1,1,560.0,1,576.5,0,0,120.0,0,AL,0,1,1,80.0,A,1,0,0
0,120.0,D,1.0,18,1,376.8,C,B,120.0,B,F,1,2,A,0,495.0,3,B,140.0,0,1,2,520.0,1,502.2,0,0,120.0,0,MG,0,1,1,20.0,A,0,0,0
0,80.0,B,1.0,17,1,409.5,A,A,80.0,B,F,1,2,A,0,423.5,3,A,100.0,0,1,2,380.0,1,461.2,0,0,120.0,0,CE,0,1,1,0.0,A,0,0,0
0,160.0,F,1.0,17,1,501.0,C,A,160.0,H,F,1,2,A,0,445.0,3,B,160.0,0,1,2,760.0,1,420.9,0,0,140.0,0,DF,0,1,1,140.0,C,0,0,0
0,0.0,E,0.0,17,1,0.0,D,B,0.0,D,F,1,2,A,0,0.0,1,B,0.0,0,0,2,0.0,0,0.0,0,0,0.0,0,PR,0,0,0,0.0,A,0,0,0
0,80.0,A,1.0,17,1,356.8,B,A,80.0,C,M,1,2,A,0,390.6,3,A,120.0,0,1,2,420.0,1,486.6,0,0,120.0,0,CE,0,1,1,20.0,A,0,0,0
0,80.0,G,1.0,16,1,394.8,B,B,40.0,G,F,1,1,A,0,385.8,1,B,120.0,0,1,3,360.0,1,444.6,0,0,120.0,0,CE,0,1,1,0.0,A,0,0,1
0,60.0,C,1.0,19,1,467.8,B,B,80.0,C,M,0,1,A,0,446.1,2,B,80.0,0,1,1,300.0,1,490.4,0,0,80.0,0,MG,0,1,1,0.0,C,1,0,0
0,40.0,B,1.0,17,1,462.5,B,A,40.0,B,F,1,2,A,0,439.7,3,A,80.0,0,1,2,300.0,1,386.4,0,0,120.0,0,CE,0,1,1,20.0,A,0,0,0
0,80.0,E,1.0,18,1,501.2,I,C,60.0,E,F,0,1,A,0,458.5,3,B,100.0,0,1,3,460.0,1,410.4,0,0,120.0,0,RJ,0,1,1,100.0,A,0,0,0
0,100.0,E,1.0,16,1,536.8,B,A,100.0,E,F,1,1,A,0,462.4,3,B,120.0,0,1,3,520.0,1,516.9,0,0,120.0,0,CE,0,1,1,80.0,A,0,0,1
0,120.0,B,1.0,16,1,570.5,B,B,120.0,E,M,1,1,A,0,508.4,2,A,120.0,0,1,3,580.0,1,564.0,0,0,120.0,0,CE,0,1,1,100.0,A,0,0,1
0,0.0,G,0.0,15,1,0.0,C,B,0.0,E,F,1,1,B,0,0.0,2,A,0.0,0,0,3,0.0,0,0.0,0,0,0.0,0,AP,0,0,0,0.0,A,0,0,1
0,100.0,D,1.0,19,1,529.2,A,A,120.0,E,F,0,2,A,0,429.7,3,A,120.0,0,1,2,520.0,1,496.9,0,0,120.0,0,BA,0,1,1,60.0,A,0,0,0
0,0.0,A,0.0,67,1,0.0,C,A,0.0,A,F,1,1,A,0,0.0,3,A,0.0,1,0,1,0.0,0,0.0,0,0,0.0,0,CE,0,0,0,0.0,C,10,0,0
0,80.0,C,1.0,21,1,581.4,H,A,60.0,B,M,0,1,A,0,456.7,1,B,100.0,0,1,1,360.0,1,602.3,0,0,120.0,0,SP,0,1,1,0.0,B,4,0,0
0,40.0,B,1.0,21,1,448.6,A,A,40.0,B,M,1,1,A,0,435.8,3,A,80.0,0,1,1,240.0,1,463.7,0,0,80.0,0,CE,0,1,1,0.0,B,4,0,0
0,80.0,B,1.0,36,1,419.8,E,A,80.0,B,M,1,1,D,0,432.3,2,B,80.0,0,1,1,340.0,1,522.5,0,0,100.0,0,TO,0,1,1,0.0,B,10,0,0
0,120.0,B,1.0,20,1,603.6,E,B,120.0,D,F,1,1,A,0,426.7,2,B,120.0,0,1,1,600.0,1,556.3,0,0,140.0,0,PR,0,1,1,100.0,B,3,0,0
0,80.0,G,1.0,17,1,529.6,F,B,100.0,E,F,1,2,A,0,522.0,3,B,120.0,0,1,2,500.0,1,521.2,0,0,120.0,0,PI,0,1,1,80.0,A,0,0,0
0,100.0,F,1.0,21,1,521.0,B,B,100.0,C,F,1,1,A,0,533.0,3,B,80.0,0,1,1,500.0,1,588.0,0,0,120.0,0,MG,0,1,1,100.0,B,4,0,0
0,120.0,E,1.0,29,1,487.4,D,B,120.0,C,M,1,1,A,0,437.8,2,B,120.0,0,1,1,580.0,1,523.6,0,0,120.0,0,PR,0,1,1,100.0,C,10,0,0
0,160.0,C,1.0,19,1,626.3,C,A,160.0,B,F,1,1,A,0,518.4,3,B,160.0,0,1,1,760.0,1,603.6,0,0,160.0,0,PA,0,1,1,120.0,A,2,0,0
0,0.0,C,0.0,23,1,0.0,G,B,0.0,E,M,0,1,A,0,0.0,3,B,0.0,0,0,1,0.0,0,0.0,0,0,0.0,0,CE,0,0,0,0.0,A,2,0,0
0,0.0,B,0.0,52,1,0.0,I,B,0.0,B,M,0,1,A,0,0.0,1,B,0.0,0,0,1,0.0,0,0.0,0,0,0.0,0,MG,0,0,0,0.0,C,10,0,0
0,120.0,E,1.0,19,1,426.9,B,B,120.0,C,F,1,1,A,0,463.1,3,A,120.0,0,1,1,600.0,1,476.5,0,0,120.0,0,RJ,0,1,1,120.0,B,1,0,0
0,80.0,B,1.0,18,1,485.9,B,A,120.0,B,M,0,2,A,0,422.4,3,A,80.0,0,1,2,460.0,1,505.8,0,0,120.0,0,RN,0,1,1,60.0,A,0,0,0
0,120.0,D,1.0,26,1,606.4,H,C,120.0,C,F,1,1,A,0,556.4,1,B,120.0,0,1,1,560.0,1,609.8,0,0,140.0,0,MG,0,1,1,60.0,C,9,0,0
0,80.0,E,1.0,18,2,519.9,F,B,80.0,B,M,0,2,A,0,510.0,1,B,80.0,0,1,2,340.0,1,562.3,0,0,100.0,0,RS,0,1,1,0.0,B,0,0,0
0,100.0,E,1.0,25,1,472.4,A,A,60.0,B,F,0,1,A,0,504.1,3,A,120.0,0,1,3,400.0,1,444.2,0,0,100.0,0,PA,0,1,1,20.0,B,0,0,0
0,0.0,D,0.0,23,1,0.0,C,B,0.0,G,F,1,1,D,0,420.9,1,A,0.0,0,0,1,0.0,0,538.9,0,0,0.0,0,RN,0,1,1,0.0,A,5,0,0
0,80.0,F,1.0,16,1,385.9,C,B,120.0,E,M,1,1,A,0,441.7,3,B,120.0,0,1,3,480.0,1,478.0,0,0,120.0,0,BA,0,1,1,40.0,A,0,0,1
0,120.0,B,1.0,18,1,454.6,C,A,100.0,D,F,1,1,A,0,459.4,3,B,120.0,0,1,1,540.0,1,554.3,0,0,120.0,0,BA,0,1,1,80.0,A,1,0,0
0,0.0,C,0.0,21,1,0.0,F,A,0.0,C,M,0,1,A,0,0.0,4,A,0.0,0,0,4,0.0,0,0.0,0,0,0.0,0,RS,0,0,0,0.0,C,0,0,0
0,0.0,D,0.0,25,1,0.0,C,A,0.0,C,M,1,1,A,0,0.0,3,A,0.0,0,0,4,0.0,0,0.0,0,0,0.0,0,BA,0,0,0,0.0,C,0,0,0
0,80.0,C,1.0,17,1,416.4,D,A,120.0,E,F,1,2,A,0,533.3,3,A,100.0,0,1,2,440.0,1,515.1,0,0,100.0,0,AM,0,1,1,40.0,A,0,0,0
0,80.0,E,1.0,19,1,620.9,E,B,120.0,H,M,0,1,A,0,532.1,1,B,120.0,0,1,1,480.0,1,540.0,0,0,120.0,0,MG,0,1,1,40.0,C,1,0,0
0,100.0,B,1.0,26,1,545.4,E,B,100.0,B,M,1,1,A,0,427.5,3,B,120.0,0,1,1,480.0,1,484.9,0,0,120.0,0,SP,0,1,1,40.0,C,8,0,0
